,Date,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal (Y/N),Time,Species 
5566,1917,1917.0,Unprovoked,LIBYA,Mediterranean Sea,Tripoli,Diving for sponges,M,Survived,N,,
5567,30-Dec-1916,1916.0,Unprovoked,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Bathing,M,Survived,N,A.M.,
5568,08-Dec-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Taking wife to beach & about 1 m from the shore,M,Fatal,Y,09h00,
5569,08-Dec-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Swimming 10 m from shore,F,Survived,N,08h58,
5570,15-Nov-1916,1916.0,Provoked,PANAMA,,Panama Canal,,M,Survived,N,,
5571,10-Nov-1916,1916.0,Unprovoked,AUSTRALIA,Queensland,Townsville,Swimming,M,Fatal,Y,06h00,
5572,09-Nov-1916,1916.0,Unprovoked,AUSTRALIA,Queensland,"Kissing Point Camp, Townsville",Bathing,M,Fatal,Y,Evening,
5573,11-Oct-1916,1916.0,Provoked,USA,Florida,"Sewell’s Point, near Palm Beach","Fishing, attempted to take a netted shark",M,Fatal,Y,,
5574, 24-Aug-1916,1916.0,Unprovoked,USA,Louisiana,"off Grand Lake, Cameron Parish",Shrimping,M,Survived,N,Afternoon,
5575,26-Jul-1916,1916.0,Unprovoked,USA,North Carolina,"Atlantic, near New Bern, Craven County",Fishing,M,Survived,N,,
5577,13-Jul-1916,1916.0,Unprovoked,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,M,Survived,N,,
5578,12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County",Swimming,M,Survived,N,,Said to involve a 2.7 m [9'] shark
5579,12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming (recovering remains of Stilwell) ,M,Fatal,Y,,3 m [10'] shark
5580,12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming,M,Fatal,Y,A.M.,
5581,11-Jul-1916,1916.0,Sea Disaster,BAHAMAS,,50 miles off Bahamas,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,M,Fatal,Y,,
5582,08-Jul-1916,1916.0,Unprovoked,SPAIN,Gran Canaria,Las Palmas,Diving,M,Survived,N,,
5583,07-Jul-1916,1916.0,Unprovoked,PHILIPPINES,Luzon Island,"Olongapo Harbor, Subic Bay",Bathing,M,Survived,N,,
5584,06-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Spring Lake, Monmouth County",Swimming,M,Fatal,Y,Afternoon,Thought to involve a 2.6 m [8.5'] white shark
5585,01-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Beach Haven, Ocean County",Swimming,M,Fatal,Y,17h00,Thought to involve a 2.6 m [8.5'] white shark
5586,30-Jun-1916,1916.0,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,M,Survived,N,,
5587,Reported 24-Jun-1916,1916.0,Unprovoked,ATLANTIC OCEAN,,,Jumped overboard from Norwegian steamship Venator,M,Survived,Y,,
5588,23-Jun-1916,1916.0,Provoked,USA,Florida,,,M,Survived,N,,
5589,Reported 25-Apr-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,Manley Beach,Swimming,M,Fatal,Y,,
5590,03-Apr-1916,1916.0,Unprovoked,AUSTRALIA,Victoria,Carrum,Clinging to overturned rowing boat,M,Fatal,Y,,
5591,19-Mar-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,Curl Curl,Bathing,M,Survived,N,15h30,
5592,Reported 09-Dec-1915,1915.0,Unprovoked,AUSTRALIA,Torres Strait, Thursday Island,Diving,M,Survived,N,,
5593,10-Nov-1915,1915.0,Unprovoked,AUSTRALIA,Queensland,"Cabbage Tree Creek, Sandgate",Bathing,M,Survived,N,,
5594,08-Nov-1914,1915.0,Unprovoked,AUSTRALIA,New South Wales,Manly,Bathing,M,Survived,N,,
5595,03-Aug-1915,1915.0,Unprovoked,USA,Florida,"St. Augustine, St Johns County",,M,Survived,N,,
5596,Reported 06-Jul-1915,1915.0,Unprovoked,MEXICO,Tamaulipas,Tampico,Fishing,M,Fatal,Y,,
5597,Reported 06-Jul-1915,1915.0,Unprovoked,MEXICO,,Santa Maria Bar,Wading,M,Fatal,Y,,
5599,29-Mar-1915,1915.0,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Skin diving for trepang but at surface next to the boat,M,Survived,N,,3 m [10'] shark
5600,06-Feb-1915,1915.0,Unprovoked,AUSTRALIA,Queensland,Wynnum-Manley,Swimming,M,Survived,N,,
5602,01-Jan-1915,1915.0,Unprovoked,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Bathing,M,Fatal,Y,,
5604,Reported 04-Dec-1914,1914.0,Unprovoked,AUSTRALIA,Queensland,Magnetic Island,Swimming,M,Survived,N,,
5605,17-Oct-1914,1914.0,Sea Disaster,SAMOA,Apolima Strait,Opposite Apelima &  Manona,Copra vessel with 19 on board was wrecked in a squall,F,Survived,N,,
5606,Reported 26-Sep-1914,1914.0,Unprovoked,JAMAICA,Kingston Parish,Port Royal,Fell overboard,M,Fatal,Y,,"A 20' shark known as ""Old Tom"""
5607,05-Sep-1914,1914.0,Unprovoked,USA,Louisiana,Lake Pontchartrain,Swimming,M,Fatal,Y,,
5608,Reported 15-Jul-1914,1914.0,Unprovoked,CROATIA,Zadar County,Biograd na moru,Washing clothes,F,No Injury,N,,1.5 m [5'] shark
5609,Reported 09-Jul-1914,1914.0,Provoked,USA,Louisiana,New Orleans,Fishing,M,Survived,N,,
5610,07-Jul-1914,1914.0,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Rijeka,,M,No Injury,N,,6 m shark
5611,13-Jun-1914,1914.0,Watercraft,MONTENEGRO,Adriatic Sea,Between St. Stjepan and Budva,Fishing boat,M,No Injury,N,07h00,
5612,10-Jun-1914,1914.0,Unprovoked,AUSTRALIA,Victoria,Sandringham,Bathing,M,Fatal,Y,Afternoon,
5613,31-May-1914,1914.0,Sea Disaster,NEW CALEDONIA,South Province,Noumea,Swimming ashore from swamped 13-ft boat,M,Fatal,Y,,
5614,14-May-1914,1914.0,Provoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Fishing,F,Survived,N,Afternoon,3' shark
5616,Reported 10-Mar-1914,1914.0,Sea Disaster,GUYANA,Essequibo,Essequibo River Mouth,Boat swamped,M,Fatal,Y,,
5617,03-Mar-1914,1914.0,Unprovoked,USA,Hawaii,"Honomu, Hawai'i",Washed into sea while picking opihi & attacked by 2 large sharks ,M,Fatal,Y,,
5618,Reported 09-Feb-1914,1914.0,Unprovoked,AUSTRALIA,South Australia,Marion Bay,Wading,M,Survived,N,,said to involve a tiger shark
5619,  03-Feb-1914,1914.0,Unprovoked,AUSTRALIA,New South Wales,Paramatta River,Canoeing,M,Survived,N,,
5620,Reported 17-Jan-1914,1914.0,Unprovoked,AUSTRALIA,Queensland,Brisbane,Wading,F,Survived,N,,
5622,Reported 30-Dec-1913,1913.0,Provoked,USA,Florida,"Palm Beach, Palm Beach County",Fishing for mackerel,M,No Injury,N,,13' shark
5623,Reported 26-Dec-1913,1913.0,Sea Disaster,CUBA,,off Neuvitas,,M,Fatal,Y,,
5624,27-Nov-1913,1913.0,Unprovoked,NIGERIA,Lagos ,Lagos,Boat swamped,M,Fatal,Y,,
5625,21-Nov-1913,1913.0,Unprovoked,AUSTRALIA,Queensland,"Sandgate Jetty, Brisbane",Swimming,M,Survived,N,,
5626,21-Sep-1913,1913.0,Unprovoked,USA,Florida,"West Palm Beach, Palm Beach County",,M,Survived,N,,Said to involve a 2.4 m [8'] hammerhead shark
5627,03-Sep-1913,1913.0,Provoked,CROATIA,Istria County,Pula,,M,Survived,N,,2 m shark
5631,12-July-1913,1913.0,Unprovoked,USA,South Carolina,Charleston,,M,Fatal,Y,,
5632,Reported 10-Jul-1913,1913.0,Unprovoked,COSTA RICA,,Port Limon,Swimming,M,Fatal,Y,,
5633,21-May-1913,1913.0,Provoked,USA,Florida,"John's Pass, Pinellas County",Fishing,M,Survived,N,,
5634,02-May-1913,1913.0,Provoked,AUSTRALIA,New South Wales,,Hauling in net,M,Survived,N,,
5635,27-Mar-1913,1913.0,Unprovoked,SAMOA,Upolu Island,Apia Harbor,,M,Survived,N,,
5636,Jan-1913,1913.0,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,M,Survived,N,,Tiger shark 
5637,1913,1913.0,Unprovoked,REUNION,Saint-Denis,Barachoise bridge,Swimming after his hat,M,Fatal,Y,,
5638,1913,1913.0,Unprovoked,REUNION,5aint-Denis,Barachois,Swimming,M,Fatal,Y,,
5639,1913,1913.0,Unprovoked,AUSTRALIA,Victoria,Brighton,,M,Survived,N,,
5640,Reported 30-Nov-1912,1912.0,Sea Disaster,PHILIPPINES,,,Swimming from foundered vessel,F,Fatal,Y,,
5641,30-Aug-1912,1912.0,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Swimming,M,Fatal,Y,,
5642,23-Jul-1912,1912.0,Unprovoked,USA,South Carolina,Sullivan's Island,Swimming,M,Survived,N,Afternoon,8' shark
5643,Reported 06-Jul-1912,1912.0,Unprovoked,SOLOMON ISLANDS,Central Province,Savo,Bathing,M,Fatal,Y,,
5645,18-Mar-1912,1912.0,Unprovoked,NEW ZEALAND,North Island,Takapuna,Swimming,M,Survived,N,,
5646,22-Feb-1912,1912.0,Provoked,AUSTRALIA,Western Australia,Bunbury,Hard hat diving,M,No Injury,N,,
5647,19-Feb-1912,1912.0,Unprovoked,AUSTRALIA,New South Wales,Coogee,Swimming,M,Survived,N,16h00,
5648,03-Feb-1912,1912.0,Unprovoked,NEW CALEDONIA,South Province,Noumea,Swimming,M,Survived,N,,
5649,26-Jan-1912,1912.0,Unprovoked,AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney ",Swimming,M,Fatal,Y,15h00,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut"
5650,Reported 13-Jan-1912,1912.0,Unprovoked,FIJI,Viti Levu group,Beqa,Washed overboard,M,Fatal,Y,,
5651,06-Jan-1912,1912.0,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,,M,Survived,N,,"C. macrurus captured 48 hours after attack with tissue removed from man in its gut; species identified by G.P. Whitley,  reported as C. obscurus by  R. Steel"
5652,01-Jan-1912,1912.0,Unprovoked,AUSTRALIA,Queensland,Ross Creek,Bathing,M,Fatal,Y,Morning,
5653,1912,1912.0,Unprovoked,SPAIN,Balearics,Isla Cabrera,Fell into the water,M,Fatal,Y,,White shark
5655,26-Oct-1911,1911.0,Unprovoked,USA,South Carolina,Off Charleston,Fell overboard from steamship Rio Grande,M,Fatal,Y,,
5656,25-Oct-1911,1911.0,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,Survived,N,Evening,
5657,23-Sep-1911,1911.0,Unprovoked,USA,Texas,Galveston Ship Channel,Jumped overboard to rescue companion,M,Fatal,Y,Early morning,
